    1.75     2.05    45.231146
    1.75     2.25    28.933570
    1.75     2.45    17.263892
    1.75     2.65     9.580718
    1.75     2.85     5.235972
    1.75     3.05     2.563259
    1.75     3.25     2.141343
    1.75     3.45     0.952290
    1.75     3.65    -6.970118
    1.75     3.85   -10.775479
    1.80     2.05    41.483884
    1.80     2.25    25.855814
    1.80     2.45    15.940327
    1.80     2.65     9.688506
    1.80     2.85     5.922845
    1.80     3.05     3.592243
    1.80     3.25     2.924094
    1.80     3.45     2.289782
    1.80     3.65    -6.461892
    1.80     3.85    -6.534555
    1.85     2.05    36.195889
    1.85     2.25    22.913916
    1.85     2.45    14.713210
    1.85     2.65     9.615994
    1.85     2.85     6.400291
    1.85     3.05     4.642286
    1.85     3.25     4.494660
    1.85     3.45     4.095449
    1.85     3.65     1.471520
    1.85     3.85    -5.411471
    1.90     2.05    31.134341
    1.90     2.25    20.283785
    1.90     2.45    13.865138
    1.90     2.65     8.655631
    1.90     2.85     6.637885
    1.90     3.05     5.720673
    1.90     3.25     5.351182
    1.90     3.45     5.652682
    1.90     3.65     2.620397
    1.90     3.85     3.477130
    1.95     2.05    26.491648
    1.95     2.25    18.137161
    1.95     2.45    12.673947
    1.95     2.65     8.365370
    1.95     2.85     6.368154
    1.95     3.05     6.898312
    1.95     3.25     5.970006
    1.95     3.45     6.942649
    1.95     3.65     6.652020
    1.95     3.85     2.866777
    2.00     2.05    22.472909
    2.00     2.25    16.177026
    2.00     2.45    11.368818
    2.00     2.65     9.003079
    2.00     2.85     7.277579
    2.00     3.05     6.952735
    2.00     3.25     7.158267
    2.00     3.45     7.943490
    2.00     3.65     6.976026
    2.00     3.85     4.559012
    2.05     2.05    19.386097
    2.05     2.05    19.451977
    2.05     2.25    12.609048
    2.05     2.25    12.710225
    2.05     2.45    10.380683
    2.05     2.45     9.994736
    2.05     2.65     8.586078
    2.05     2.65     8.759929
    2.05     2.85     7.847648
    2.05     2.85     7.972867
    2.05     3.05     8.828100
    2.05     3.05     9.095746
    2.05     3.25     8.883028
    2.05     3.25     8.901087
    2.05     3.45    10.044588
    2.05     3.45     9.954919
    2.05     3.65     8.072238
    2.05     3.65     9.497353
    2.05     3.85     7.866598
    2.05     3.85     9.244454
    2.10     2.05    15.378776
    2.10     2.25    11.958300
    2.10     2.45    10.923909
    2.10     2.65     8.447237
    2.10     2.85     7.998155
    2.10     3.05     9.185360
    2.10     3.25    10.662129
    2.10     3.45    10.806625
    2.10     3.65    10.186019
    2.10     3.85     8.519019
    2.15     2.05    12.842954
    2.15     2.25     8.461112
    2.15     2.45     7.859504
    2.15     2.65     8.109585
    2.15     2.85     8.522542
    2.15     3.05     9.893009
    2.15     3.25    11.340980
    2.15     3.45    11.574628
    2.15     3.65    11.527905
    2.15     3.85    10.546331
    2.20     2.05     9.839617
    2.20     2.25     6.808346
    2.20     2.45     7.354571
    2.20     2.65     8.664187
    2.20     2.85     9.935716
    2.20     3.05    10.737129
    2.20     3.25    11.588061
    2.20     3.45    13.173867
    2.20     3.65    12.935047
    2.20     3.85    12.094084
    2.25     2.05     6.594327
    2.25     2.25     4.929628
    2.25     2.45     7.124181
    2.25     2.65     8.416527
    2.25     2.85     9.947904
    2.25     3.05    11.774067
    2.25     3.25    12.642989
    2.25     3.45    13.488305
    2.25     3.65    14.312908
    2.25     3.85    12.339505
    2.30     2.05     4.194858
    2.30     2.25     3.871838
    2.30     2.45     7.603649
    2.30     2.65     8.757941
    2.30     2.85    10.576024
    2.30     3.05    12.220655
    2.30     3.25    13.638944
    2.30     3.45    14.603505
    2.30     3.65    14.973647
    2.30     3.85    12.521433
    2.35     2.05     2.657582
    2.35     2.25     2.980719
    2.35     2.45     6.523571
    2.35     2.65     9.157168
    2.35     2.85    12.293793
    2.35     3.05    13.228938
    2.35     3.25    14.675715
    2.35     3.45    15.385081
    2.35     3.65    15.586823
    2.35     3.85    15.736126
